Team,Avg Rank,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,
2910,12.8391,0.01882,0.03048,0.0414,0.04648,0.0537,0.05416,0.05632,0.05692,0.05446,0.05158,0.04948,0.04774,0.0418,0.03968,0.03594,0.03222,0.0303,0.03046,0.02994,0.02656,0.02252,0.01998,0.0176,0.01542,0.013,0.01214,0.0103,0.00954,0.0081,0.00674,0.00618,0.005,0.00538,0.00384,0.00344,0.0026,0.00224,0.0021,0.00174,0.00146,0.00096,0.00128,
2990,25.89272,0.0013,0.00218,0.00318,0.00366,0.00554,0.00628,0.00866,0.01046,0.0116,0.0135,0.015,0.01742,0.01844,0.01938,0.02022,0.0221,0.0252,0.02842,0.031,0.03194,0.03274,0.03442,0.0326,0.03502,0.03688,0.03468,0.0348,0.03738,0.0338,0.03642,0.03418,0.03526,0.0339,0.03392,0.03396,0.03168,0.03116,0.02896,0.02628,0.0249,0.02336,0.01822,
3250,24.81164,0.0018,0.00244,0.00446,0.00484,0.00776,0.00804,0.01084,0.01154,0.01408,0.01638,0.01806,0.02094,0.02162,0.02102,0.02292,0.02656,0.02792,0.03098,0.0325,0.03528,0.03336,0.03412,0.03548,0.03438,0.03506,0.03556,0.03522,0.03432,0.03372,0.03326,0.0333,0.03262,0.03146,0.03116,0.0289,0.0282,0.02682,0.02482,0.0222,0.02092,0.0184,0.01674,
3309,12.62124,0.0274,0.03886,0.04528,0.05158,0.05348,0.05522,0.05472,0.05326,0.05072,0.04948,0.04742,0.0438,0.0401,0.03804,0.03378,0.03188,0.03048,0.02892,0.0263,0.02386,0.0239,0.0196,0.01674,0.01532,0.01392,0.0118,0.01026,0.01024,0.00844,0.0076,0.00628,0.00528,0.00464,0.00422,0.00366,0.00364,0.00274,0.00178,0.00178,0.00136,0.0012,0.00102,
3310,8.58248,0.06346,0.08194,0.08872,0.08752,0.08004,0.07474,0.0673,0.0614,0.05294,0.04692,0.0396,0.0352,0.0303,0.02588,0.0225,0.01898,0.0174,0.01476,0.01424,0.01246,0.01048,0.00786,0.00698,0.00592,0.0057,0.0043,0.00396,0.00334,0.0028,0.00216,0.002,0.00186,0.00114,0.00106,0.00114,0.00078,0.00058,0.00056,0.00042,0.00018,0.00034,0.00014,
3476,12.87582,0.02632,0.03648,0.0439,0.04928,0.05124,0.05308,0.05154,0.0546,0.05124,0.05106,0.04674,0.04454,0.04016,0.03844,0.03484,0.03284,0.03004,0.02932,0.0282,0.02436,0.02298,0.02042,0.01754,0.01572,0.01328,0.0123,0.01154,0.0096,0.00846,0.0081,0.00662,0.00596,0.0054,0.00486,0.00396,0.00374,0.0031,0.0024,0.00176,0.0016,0.00132,0.00112,
3478,11.09912,0.02846,0.04396,0.05652,0.0623,0.06566,0.06608,0.06198,0.06,0.06008,0.05358,0.05092,0.04442,0.0389,0.03542,0.03102,0.02886,0.02696,0.02502,0.02262,0.01976,0.01628,0.01446,0.01246,0.0108,0.00998,0.00856,0.00636,0.00634,0.00524,0.0043,0.00402,0.00312,0.0032,0.00236,0.00236,0.0017,0.00142,0.00148,0.001,0.0008,0.00064,0.0006,
3512,16.1787,0.01192,0.01854,0.0236,0.02988,0.03332,0.03634,0.03922,0.03982,0.04206,0.04216,0.04318,0.04218,0.042,0.03956,0.039,0.03712,0.03742,0.03678,0.03444,0.03124,0.02914,0.02774,0.02566,0.02388,0.02174,0.0196,0.01842,0.01788,0.0161,0.0147,0.01296,0.01202,0.01024,0.00866,0.00852,0.00726,0.00592,0.00584,0.00496,0.00338,0.00336,0.00224,
3538,12.96644,0.0226,0.03448,0.0421,0.04854,0.05074,0.05362,0.05598,0.05276,0.05158,0.05042,0.04672,0.0449,0.04366,0.03872,0.03612,0.0338,0.03102,0.02896,0.0273,0.0247,0.02054,0.0196,0.01716,0.01602,0.0141,0.0127,0.01144,0.01054,0.00918,0.00858,0.00658,0.00604,0.00486,0.00492,0.0039,0.00358,0.00322,0.00242,0.0022,0.00166,0.00096,0.00108,
3647,32.91068,0.00034,0.00056,0.00058,0.00064,0.00116,0.00138,0.00164,0.0023,0.00254,0.00316,0.00408,0.00406,0.00492,0.00606,0.00724,0.00796,0.00974,0.00966,0.01184,0.01268,0.0137,0.01522,0.01748,0.01918,0.0201,0.02298,0.02558,0.02778,0.0296,0.03104,0.03448,0.03772,0.03966,0.04576,0.04914,0.0542,0.05714,0.05972,0.06578,0.0718,0.08026,0.08914,
4159,33.05096,0.00026,0.00046,0.00036,0.00088,0.00098,0.00122,0.00174,0.0017,0.00226,0.00312,0.00296,0.00398,0.0046,0.00534,0.00672,0.00698,0.00914,0.0101,0.01116,0.01158,0.0144,0.01432,0.01636,0.01926,0.02166,0.02204,0.02516,0.0276,0.03044,0.03186,0.03618,0.03824,0.0432,0.04552,0.049,0.05248,0.05684,0.06118,0.06752,0.07304,0.08206,0.0861,
4183,24.83796,0.00168,0.00238,0.00366,0.00524,0.0074,0.0078,0.01102,0.0122,0.01378,0.01674,0.01694,0.01968,0.0206,0.02176,0.02642,0.02706,0.02794,0.03086,0.03214,0.03308,0.03264,0.03424,0.0341,0.03474,0.03566,0.0355,0.03536,0.03504,0.03472,0.0341,0.03322,0.03276,0.0313,0.03094,0.03068,0.02886,0.02572,0.02534,0.02234,0.02012,0.01876,0.01548,
4388,26.50766,0.0015,0.0019,0.00294,0.0038,0.00496,0.00644,0.00804,0.00906,0.0107,0.0117,0.01426,0.01594,0.01672,0.01884,0.02038,0.02306,0.02534,0.02634,0.02672,0.02856,0.03072,0.03062,0.03172,0.03242,0.03322,0.03404,0.03606,0.03536,0.03448,0.03542,0.03726,0.03702,0.03712,0.03634,0.03372,0.03424,0.03206,0.03096,0.0318,0.02916,0.0259,0.02316,
4488,25.37962,0.00176,0.00252,0.0036,0.00502,0.00614,0.00788,0.00922,0.01112,0.01356,0.01516,0.01624,0.01824,0.02024,0.02146,0.02352,0.02678,0.02876,0.02932,0.02832,0.02946,0.03178,0.03216,0.03324,0.03394,0.0336,0.03626,0.03524,0.03336,0.03542,0.03542,0.0344,0.03266,0.03478,0.03364,0.03218,0.03092,0.02898,0.0272,0.02528,0.02342,0.0202,0.0176,
4911,24.97654,0.00222,0.00272,0.004,0.00498,0.00714,0.00844,0.01038,0.01152,0.01348,0.01562,0.01724,0.01836,0.02152,0.02356,0.02518,0.0269,0.02868,0.03036,0.03054,0.03222,0.03134,0.0322,0.03234,0.03356,0.03468,0.03608,0.03616,0.03432,0.03652,0.03336,0.03536,0.03504,0.03142,0.03022,0.03086,0.02712,0.02746,0.02634,0.0237,0.02262,0.01844,0.0158,
5012,27.3051,0.00108,0.0017,0.00204,0.00358,0.0045,0.00512,0.0066,0.00826,0.00884,0.0105,0.01154,0.01426,0.0165,0.01626,0.01974,0.0211,0.02256,0.02528,0.02244,0.02702,0.02748,0.02826,0.03042,0.0323,0.03334,0.03384,0.03616,0.03552,0.03578,0.03824,0.03734,0.0384,0.03696,0.03888,0.037,0.03536,0.0352,0.0345,0.03372,0.03206,0.03202,0.0283,
5026,25.85786,0.00136,0.00222,0.00302,0.00454,0.00544,0.00716,0.00886,0.00934,0.0117,0.01338,0.01588,0.01694,0.0189,0.02222,0.02306,0.02608,0.0272,0.02688,0.0279,0.02726,0.02904,0.03262,0.03238,0.03508,0.03366,0.0349,0.03674,0.03466,0.0369,0.03604,0.03546,0.0352,0.03464,0.03354,0.03246,0.03388,0.03204,0.02848,0.0269,0.02528,0.02228,0.01848,
5499,32.96504,0.00024,0.00016,0.0005,0.00048,0.00084,0.00116,0.00136,0.00192,0.00208,0.00292,0.0029,0.00348,0.00462,0.00568,0.00674,0.0071,0.00864,0.00966,0.00972,0.01178,0.0136,0.01414,0.01754,0.01934,0.02116,0.02438,0.02536,0.02836,0.03112,0.03328,0.03574,0.04058,0.04456,0.04584,0.05212,0.05646,0.06054,0.06586,0.0697,0.07348,0.07528,0.06958,
5803,22.53936,0.00308,0.00444,0.00682,0.00878,0.0104,0.01334,0.01588,0.01816,0.01944,0.02226,0.02412,0.02576,0.02896,0.0316,0.03314,0.03536,0.03364,0.03436,0.03322,0.0323,0.03254,0.03274,0.03518,0.03476,0.03398,0.0328,0.03158,0.03142,0.03088,0.02858,0.0286,0.02802,0.02622,0.02472,0.02348,0.02156,0.01924,0.01666,0.01538,0.0147,0.0121,0.0098,
5818,19.45848,0.00526,0.00912,0.012,0.0157,0.01966,0.02214,0.02596,0.02796,0.02894,0.03008,0.03448,0.03666,0.03786,0.03796,0.03768,0.03946,0.03788,0.03698,0.03698,0.03292,0.0331,0.03248,0.03232,0.0313,0.0291,0.02828,0.02554,0.02518,0.02388,0.02188,0.0205,0.01794,0.01848,0.01656,0.01454,0.01312,0.01202,0.01048,0.00904,0.00788,0.00598,0.00472,
5924,35.91366,0.00014,0.0001,0.00012,0.00016,0.00018,0.00032,0.00046,0.00076,0.00068,0.00136,0.0013,0.00144,0.00206,0.00256,0.00298,0.00392,0.00456,0.00444,0.00454,0.00566,0.00662,0.00734,0.00872,0.00998,0.0122,0.01336,0.01632,0.01772,0.02126,0.02452,0.02738,0.02986,0.03344,0.0378,0.0433,0.05104,0.05898,0.07274,0.08598,0.09988,0.12112,0.1627,
604,22.1328,0.00282,0.0044,0.0064,0.00924,0.01134,0.01468,0.01606,0.01856,0.02118,0.02324,0.0247,0.02818,0.03114,0.03126,0.03718,0.03692,0.03644,0.03192,0.03294,0.03442,0.03362,0.03352,0.03468,0.03386,0.03348,0.0331,0.03096,0.0316,0.03032,0.02878,0.0267,0.0257,0.02456,0.02212,0.0215,0.01928,0.0183,0.01724,0.01416,0.0137,0.01076,0.00904,
649,28.82214,0.00066,0.00098,0.00132,0.0021,0.00252,0.00388,0.00502,0.00592,0.00668,0.00716,0.00844,0.0092,0.01218,0.01472,0.017,0.01762,0.01948,0.02042,0.02026,0.02098,0.02414,0.02418,0.02688,0.02874,0.03302,0.03158,0.03362,0.03622,0.03836,0.04002,0.03956,0.0414,0.03986,0.04118,0.04222,0.0416,0.04348,0.04264,0.04336,0.04204,0.036,0.03336,
687,26.74596,0.00136,0.00166,0.00246,0.00354,0.00488,0.00558,0.0066,0.0082,0.0099,0.01126,0.0124,0.01518,0.01692,0.0196,0.02248,0.02298,0.0256,0.02364,0.02512,0.0261,0.02724,0.03012,0.03172,0.03312,0.03474,0.0356,0.03558,0.03842,0.0372,0.03614,0.03826,0.03792,0.03686,0.03532,0.03558,0.03498,0.03392,0.03366,0.03244,0.02874,0.02546,0.02152,
696,29.29488,0.0007,0.00102,0.00156,0.0021,0.0026,0.00308,0.00374,0.00498,0.00612,0.00732,0.00894,0.00972,0.0121,0.01318,0.01484,0.01744,0.01618,0.01882,0.01894,0.01964,0.02106,0.02506,0.02656,0.02702,0.03092,0.03312,0.03252,0.03518,0.03612,0.03792,0.03866,0.04078,0.04154,0.0423,0.04384,0.04398,0.04436,0.04546,0.0458,0.04566,0.04142,0.0377,
8,28.63598,0.00068,0.00104,0.00166,0.00178,0.00298,0.00352,0.0046,0.00556,0.00666,0.0082,0.00938,0.01122,0.01356,0.0152,0.01748,0.0191,0.01936,0.01934,0.02106,0.0198,0.02284,0.02658,0.02708,0.02904,0.03138,0.034,0.03462,0.03568,0.03832,0.04082,0.04034,0.03886,0.0405,0.04036,0.04206,0.04108,0.04142,0.04098,0.0429,0.04024,0.03646,0.03226,
842,13.82576,0.01662,0.02658,0.03258,0.03952,0.04506,0.04762,0.04918,0.04966,0.05088,0.04804,0.0502,0.0473,0.04646,0.0454,0.04356,0.04054,0.03582,0.03104,0.0265,0.02408,0.0214,0.02022,0.02046,0.01838,0.01614,0.01486,0.01364,0.01158,0.01086,0.0087,0.00784,0.00788,0.0059,0.00534,0.00396,0.0036,0.00284,0.00296,0.0022,0.00206,0.00126,0.00128,
846,16.67606,0.00922,0.01474,0.02044,0.02556,0.0303,0.03428,0.0348,0.0388,0.03982,0.03996,0.04256,0.0418,0.04498,0.04478,0.04484,0.04244,0.03898,0.0346,0.03068,0.02884,0.0288,0.02782,0.02682,0.02578,0.024,0.0224,0.01904,0.02,0.01594,0.016,0.01346,0.01228,0.01138,0.00938,0.009,0.00796,0.00752,0.00596,0.00494,0.00384,0.0029,0.00236,
968,29.95606,0.00056,0.00086,0.00096,0.00138,0.00216,0.00316,0.00318,0.00444,0.0053,0.00618,0.00746,0.00896,0.0106,0.01288,0.01402,0.01598,0.01566,0.01602,0.01654,0.01906,0.02118,0.02214,0.02424,0.02636,0.02724,0.03008,0.03186,0.03424,0.0346,0.03802,0.04012,0.04058,0.0406,0.04332,0.0459,0.0466,0.04742,0.0517,0.0506,0.04982,0.04466,0.04336,
971,14.59886,0.01608,0.02276,0.03102,0.03562,0.04162,0.04408,0.04696,0.04634,0.04694,0.04638,0.04518,0.04524,0.04576,0.04618,0.0458,0.04048,0.0351,0.02886,0.02636,0.02368,0.02424,0.02344,0.0222,0.02072,0.01888,0.01662,0.0166,0.0138,0.0128,0.01078,0.01002,0.00756,0.00712,0.00646,0.00566,0.00524,0.00472,0.00346,0.00352,0.00232,0.00192,0.00148,
973,23.87884,0.00268,0.00348,0.0049,0.00686,0.00836,0.01054,0.0126,0.01362,0.01522,0.01824,0.02042,0.0232,0.02566,0.02996,0.03236,0.0328,0.03102,0.02772,0.02776,0.02874,0.03086,0.03222,0.03282,0.03374,0.03464,0.0356,0.03672,0.03362,0.03414,0.0338,0.03266,0.03216,0.03,0.0297,0.02492,0.02454,0.02528,0.02228,0.02134,0.01756,0.01388,0.01138,
